ID	Price
9093	1,250,000₫ /đêm
5500	1,909,887₫
11752	594,650₫ /đêm
6554	450,000₫
5820	320,000₫
5354	550,000₫
9736	330,000₫ /đêm
6439	536,000₫
8337	1,070,000₫ /đêm
4794	700,000₫
12542	3,805,762₫ /đêm
1501	2,000,000₫
9256	1,320,000₫ /đêm
2175	716,208₫
2876	1,800,000₫
12971	2,021,811₫ /đêm
13528	300,000₫ /đêm
1570	668,461₫
3460	3,795,901₫
14914	2,000,000₫ /đêm
3350	531,300₫ /đêm
6964	2,000,000₫
8285	350,000₫ /đêm
4067	2,000,000₫
4672	1,300,000₫
5565	2,745,463₫
11566	882,909₫ /đêm
6396	525,219₫
7215	1,200,000₫
1220	1,940,000₫
7537	700,000₫ /đêm
7100	2,050,000₫
6342	800,000₫
10580	750,000₫ /đêm
3851	2,448,600₫
3013	1,600,000₫
124	1,200,000₫
1417	650,000₫
723	320,000₫
9932	310,000₫ /đêm
10267	770,000₫ /đêm
11748	650,000₫ /đêm
1194	600,000₫
5948	1,200,000₫
8759	850,000₫ /đêm
7092	1,500,000₫ /đêm
572	350,000₫
9010	2,250,000₫ /đêm
10835	600,000₫ /đêm
225	450,000₫
13438	1,300,000₫ /đêm
8858	4,500,000₫ /đêm
10303	396,000₫ /đêm
5573	570,000₫
10820	425,000₫ /đêm
11162	475,720₫ /đêm
6803	2,500,000₫
12551	1,200,000₫ /đêm
2369	3,600,000₫
11058	577,125₫ /đêm
1662	300,000₫
11576	1,783,951₫ /đêm
6075	835,576₫
12343	460,000₫ /đêm
1656	334,230₫
10991	700,000₫ /đêm
2308	2,000,000₫
613	490,000₫
11080	440,000₫ /đêm
4915	1,551,783₫
4447	600,000₫
11316	530,000₫ /đêm
1167	700,000₫
9394	1,400,000₫ /đêm
13801	1,070,371₫ /đêm
10878	980,000₫ /đêm
3523	500,000₫
5338	1,862,140₫
6674	1,500,000₫
788	595,000₫
11953	570,864₫ /đêm
6864	4,500,000₫
7118	1,200,000₫
6264	710,000₫ /đêm
13101	600,000₫ /đêm
10724	999,000₫ /đêm
9322	690,000₫ /đêm
4500	600,000₫
11373	1,236,873₫ /đêm
9315	700,000₫ /đêm
9011	1,550,000₫ /đêm
9643	540,000₫ /đêm
7701	800,000₫ /đêm
11203	489,000₫ /đêm
5389	1,190,000₫
6493	1,700,000₫ /đêm
14070	450,000₫ /đêm
6982	2,000,000₫
9569	450,000₫ /đêm
5033	1,999,000₫
10944	399,000₫ /đêm
6073	450,000₫
11123	1,213,087₫ /đêm
12920	1,760,000₫ /đêm
4519	630,000₫
528	600,000₫
10659	1,200,000₫ /đêm
5855	2,079,000₫
2244	490,000₫
2862	600,000₫
7423	2,200,000₫
10469	830,000₫ /đêm
13148	1,550,000₫ /đêm
8503	3,500,000₫ /đêm
11573	1,522,305₫ /đêm
958	300,000₫
12508	590,000₫ /đêm
6249	250,000₫
12460	1,100,000₫ /đêm
8611	280,000₫ /đêm
5816	671,000₫
11709	2,400,000₫ /đêm
2531	1,688,888₫
13443	1,300,000₫ /đêm
8296	580,000₫ /đêm
1585	2,267,991₫
898	554,000₫
11206	790,000₫ /đêm
9238	1,000,000₫ /đêm
10814	750,000₫ /đêm
5548	3,000,000₫
14169	550,000₫ /đêm
12010	550,000₫ /đêm
12952	1,700,000₫ /đêm
90	450,000₫
11368	950,000₫ /đêm
14399	1,400,000₫ /đêm
14074	769,000₫ /đêm
9095	650,000₫ /đêm
552	800,000₫
8213	537,000₫ /đêm
12467	780,000₫ /đêm
12832	404,362₫ /đêm
9785	2,300,000₫ /đêm
238	1,200,000₫ /đêm
14315	420,000₫ /đêm
4019	1,800,000₫
3595	1,193,679₫
322	550,000₫
1478	560,000₫
10805	1,998,025₫ /đêm
352	675,000₫
2604	475,720₫ /đêm
9092	940,000₫ /đêm
8883	220,000₫ /đêm
522	690,000₫
1106	500,000₫
11075	1,250,000₫ /đêm
3239	2,300,000₫
13265	1,990,000₫ /đêm
11872	356,790₫ /đêm
6080	1,060,000₫
2930	969,000₫
3629	1,300,000₫
1881	310,357₫
1351	2,800,000₫
3558	1,350,000₫
13482	1,000,000₫ /đêm
8259	250,000₫ /đêm
2529	600,000₫
11946	500,000₫ /đêm
13105	500,000₫ /đêm
14388	1,500,000₫ /đêm
4013	1,800,000₫
5890	1,650,000₫
6948	2,000,000₫
1530	1,550,000₫
1941	2,345,000₫
10586	903,868₫ /đêm
8574	330,000₫ /đêm
6480	470,000₫
3151	4,500,000₫
12791	450,000₫ /đêm
7324	539,000₫ /đêm
9764	1,663,200₫ /đêm
8654	250,000₫ /đêm
14605	800,000₫ /đêm
8088	720,000₫ /đêm
7563	2,395,833₫ /đêm
5065	1,000,000₫
9195	1,250,000₫ /đêm
8531	1,380,000₫ /đêm
14618	800,000₫ /đêm
10313	625,000₫ /đêm
11628	2,450,000₫ /đêm
2940	500,000₫
5448	1,750,000₫
7729	1,040,000₫ /đêm
4676	811,702₫
10063	400,000₫ /đêm
11708	650,000₫ /đêm
7502	1,049,000₫ /đêm
144	1,235,295₫
2663	459,000₫
7082	2,050,000₫
8449	420,000₫ /đêm
3471	810,000₫
10290	600,000₫ /đêm
1842	1,300,000₫ /đêm
1678	453,598₫
9163	850,000₫ /đêm
6328	931,070₫
12178	4,281,482₫ /đêm
11472	1,900,000₫ /đêm
12672	1,500,000₫ /đêm
2815	450,000₫
11918	480,000₫ /đêm
9554	9,600,000₫ /đêm
9741	1,546,091₫ /đêm
1098	300,000₫
4753	1,900,000₫
9242	880,000₫ /đêm
11807	690,000₫ /đêm
14829	1,320,000₫ /đêm
2470	950,000₫
6920	1,500,000₫
3234	2,000,000₫
12632	499,506₫ /đêm
11916	500,000₫ /đêm
7958	650,000₫ /đêm
1237	350,000₫
5105	649,000₫
5291	550,000₫
3636	1,313,047₫
7786	440,000₫ /đêm
12876	1,300,000₫ /đêm
1892	429,725₫
8306	420,000₫ /đêm
6577	900,000₫
1328	630,000₫
8921	693,000₫ /đêm
9801	880,000₫ /đêm
13287	1,050,000₫ /đêm
12775	1,490,000₫ /đêm
5939	1,100,000₫
1245	1,600,000₫
12257	710,000₫ /đêm
4857	883,323₫
6419	600,000₫ /đêm
14294	1,500,000₫ /đêm
6502	2,450,000₫
14826	800,000₫ /đêm
9689	600,000₫ /đêm
2646	550,000₫
1252	2,355,000₫
9869	547,078₫ /đêm
12970	1,284,445₫ /đêm
5566	716,208₫
4311	580,000₫
1017	1,500,000₫
3043	3,500,000₫
5205	620,000₫
1568	1,039,500₫
2587	550,000₫
14237	2,000,000₫ /đêm
12916	1,736,379₫ /đêm
13687	825,000₫ /đêm
3120	500,000₫
4965	716,208₫
5093	835,576₫
8540	220,000₫ /đêm
13008	2,700,000₫ /đêm
11779	499,506₫ /đêm
13011	2,400,000₫ /đêm
2948	1,074,312₫
10259	580,000₫ /đêm
10601	900,000₫ /đêm
4368	525,000₫
57	920,000₫
1088	700,000₫
11664	2,500,000₫ /đêm
11135	600,000₫ /đêm
9214	1,700,000₫ /đêm
12432	570,000₫ /đêm
10426	550,000₫ /đêm
13817	1,400,000₫ /đêm
3970	2,100,000₫
8407	650,000₫ /đêm
11540	1,016,400₫ /đêm
8675	315,000₫ /đêm
10615	594,650₫ /đêm
5792	924,000₫
2335	1,500,000₫
4578	480,000₫
6192	1,500,000₫
4629	1,457,450₫
7518	370,000₫ /đêm
6878	8,000,000₫
13043	8,991,113₫ /đêm
6095	1,100,000₫
3355	396,000₫
6423	470,000₫
6712	2,500,000₫
10804	810,000₫ /đêm
13087	600,000₫ /đêm
13190	600,000₫ /đêm
11091	713,580₫ /đêm
10498	500,000₫ /đêm
1298	400,000₫
2238	700,000₫
6270	825,000₫
2305	2,000,000₫
4899	990,000₫
5668	1,527,910₫
14956	3,290,000₫ /đêm
413	590,000₫ /đêm
6468	600,000₫
11849	580,000₫ /đêm
11754	4,620,000₫ /đêm
10126	1,350,000₫ /đêm
14616	450,000₫ /đêm
8634	1,640,000₫ /đêm
11320	1,546,091₫ /đêm
13028	3,034,500₫ /đêm
14260	300,000₫ /đêm
9895	700,000₫ /đêm
1989	1,500,000₫ /đêm
2263	1,500,000₫
13786	705,000₫ /đêm
14041	993,300₫ /đêm
4004	5,968,397₫
382	670,000₫
5981	1,700,000₫
12444	1,390,000₫ /đêm
247	9,800,000₫
10769	947,100₫ /đêm
8783	600,000₫ /đêm
4741	2,864,831₫
8226	75,000₫ /đêm
4582	1,527,910₫
2054	800,000₫
9559	900,000₫ /đêm
6358	899,999₫
6353	949,000₫
14683	1,320,000₫ /đêm
5160	934,000₫
10263	680,000₫ /đêm
5076	761,152₫ /đêm
3071	728,000₫
799	600,000₫
8272	1,000,000₫ /đêm
8224	800,000₫ /đêm
180	1,060,000₫
2206	600,000₫
14558	570,000₫ /đêm
10721	1,750,000₫ /đêm
7276	850,000₫
3037	3,499,000₫
9614	590,000₫ /đêm
10802	690,000₫ /đêm
5316	450,000₫
9939	460,000₫ /đêm
1218	1,200,000₫
8851	350,000₫ /đêm
2033	716,208₫
12297	880,082₫ /đêm
9459	1,100,000₫ /đêm
10447	1,450,000₫ /đêm
12793	516,000₫ /đêm
3941	2,220,244₫
13076	540,000₫ /đêm
12915	2,500,000₫ /đêm
13968	470,000₫ /đêm
2891	2,150,000₫
2013	890,000₫
9780	1,500,000₫ /đêm
4636	1,500,000₫
7854	450,000₫ /đêm
12330	3,496,544₫ /đêm
8094	3,800,000₫ /đêm
8681	1,600,000₫ /đêm
10132	750,000₫ /đêm
13013	2,400,000₫ /đêm
5193	800,000₫
9916	832,510₫ /đêm
8902	2,100,000₫ /đêm
580	500,000₫
10397	1,600,000₫ /đêm
6839	14,500,000₫
14426	4,000,000₫ /đêm
2171	1,000,000₫
8379	350,000₫ /đêm
3016	1,100,000₫
2728	540,000₫
4927	8,085,000₫
3839	1,200,000₫
10003	2,600,000₫ /đêm
10442	650,000₫ /đêm
10117	800,000₫ /đêm
5178	500,000₫
9699	600,000₫ /đêm
14257	200,000₫ /đêm
12502	1,783,951₫ /đêm
6067	1,200,000₫
347	450,000₫
1272	270,000₫
3998	1,800,000₫
11680	1,474,000₫ /đêm
7422	700,000₫
10910	600,000₫ /đêm
9982	885,000₫ /đêm
7506	575,000₫ /đêm
5979	1,368,000₫
9421	590,000₫ /đêm
4706	3,342,303₫
3254	900,000₫
9073	2,140,741₫ /đêm
5847	700,000₫
9769	550,000₫ /đêm
7872	650,000₫ /đêm
2554	1,313,047₫
9950	832,510₫ /đêm
3412	620,000₫
8062	880,000₫ /đêm
6298	705,000₫
3831	1,599,000₫
10676	1,890,000₫ /đêm
14609	420,000₫ /đêm
10507	1,500,000₫ /đêm
377	550,000₫
12763	250,000₫ /đêm
13379	3,000,000₫ /đêm
5938	1,250,000₫
5693	650,000₫
14901	1,250,000₫ /đêm
7465	5,500,000₫
11332	600,000₫ /đêm
13981	1,700,000₫ /đêm
3021	6,300,000₫
9484	1,380,000₫ /đêm
10893	570,864₫ /đêm
500	450,000₫ /đêm
8329	1,000,000₫ /đêm
8069	5,000,000₫ /đêm
11068	1,450,000₫ /đêm
8027	600,000₫ /đêm
3775	1,551,783₫
12360	1,300,000₫ /đêm
8289	120,000₫ /đêm
6260	705,000₫
8138	1,400,000₫ /đêm
3856	1,718,898₫
2804	598,400₫
2985	850,000₫
14354	2,500,000₫ /đêm
12990	2,100,000₫ /đêm
12796	470,000₫ /đêm
7404	1,290,000₫
2973	750,000₫
1003	515,000₫
6275	790,000₫
9045	450,000₫ /đêm
2774	680,000₫
3965	2,100,000₫
3873	2,100,000₫
2311	1,900,000₫
32	350,000₫
6025	1,500,000₫
260	1,080,000₫
7214	4,950,000₫
4749	550,000₫
14932	400,000₫ /đêm
3050	385,000₫
5636	516,000₫
8732	980,000₫ /đêm
4121	950,000₫
14507	850,000₫ /đêm
11851	580,000₫ /đêm
6685	4,450,000₫
4719	883,323₫
8325	277,200₫ /đêm
8172	950,000₫ /đêm
13521	900,000₫ /đêm
9347	1,500,000₫ /đêm
1364	710,000₫
1072	480,000₫
4944	570,000₫
12228	1,665,021₫ /đêm
12147	1,650,000₫ /đêm
882	325,000₫
7133	2,000,000₫
10632	4,000,000₫ /đêm
655	700,000₫
6226	650,000₫
1139	1,050,000₫
10023	1,150,000₫ /đêm
7654	3,000,000₫ /đêm
10640	1,411,000₫ /đêm
9362	380,000₫ /đêm
6942	500,000₫
13590	499,000₫ /đêm
6586	1,000,000₫
3083	650,000₫
10272	400,000₫ /đêm
233	1,000,000₫ /đêm
9277	570,000₫ /đêm
50	1,280,000₫
10424	600,000₫ /đêm
12671	523,292₫ /đêm
4750	1,600,000₫
7222	1,610,000₫
226	1,765,000₫
2707	2,000,000₫
13539	2,000,000₫ /đêm
2124	700,000₫
9205	1,100,000₫ /đêm
10114	799,000₫ /đêm
944	350,000₫
2278	1,709,400₫ /đêm
11082	1,280,000₫ /đêm
5651	835,576₫
4171	2,864,831₫
12497	750,000₫ /đêm
5166	550,000₫
5931	1,300,000₫
3849	1,899,000₫
8	575,000₫
1832	800,000₫
11611	850,000₫ /đêm
8987	1,100,000₫ /đêm
7839	550,000₫ /đêm
8137	415,000₫ /đêm
13026	470,000₫ /đêm
9782	1,399,000₫ /đêm
8735	2,850,000₫ /đêm
13345	438,900₫ /đêm
5536	811,702₫
4138	450,000₫
6645	1,200,000₫
2314	1,250,000₫
7792	9,450,000₫ /đêm
9967	547,078₫ /đêm
10223	1,480,000₫ /đêm
10886	600,000₫ /đêm
8474	600,000₫ /đêm
1643	650,000₫
10759	610,000₫ /đêm
9445	1,300,000₫ /đêm
836	1,500,000₫
5992	1,900,000₫
12525	680,000₫ /đêm
10292	566,100₫ /đêm
8884	500,000₫ /đêm
242	3,100,000₫ /đêm
3039	850,000₫
12182	2,120,000₫ /đêm
1102	1,530,000₫
5304	1,348,250₫
8179	650,000₫ /đêm
10284	4,600,000₫ /đêm
8706	1,200,000₫ /đêm
3882	2,100,000₫
4258	5,968,397₫
2495	713,580₫ /đêm
12113	1,189,301₫ /đêm
11288	3,924,692₫ /đêm
12834	392,700₫ /đêm
5622	596,840₫
8113	300,000₫ /đêm
555	990,000₫
7005	3,500,000₫
4894	750,000₫
1550	550,000₫
7154	2,300,000₫
7545	630,000₫ /đêm
4936	1,527,910₫
11594	713,580₫ /đêm
8821	300,000₫ /đêm
5183	525,219₫
3131	1,200,000₫
5699	596,840₫
9105	3,200,000₫ /đêm
1750	1,150,000₫
12991	2,000,000₫ /đêm
11722	580,000₫ /đêm
8212	496,000₫ /đêm
2081	500,000₫
11892	450,000₫ /đêm
7060	950,000₫
8554	1,092,500₫ /đêm
621	1,000,000₫
10128	490,000₫ /đêm
2724	650,000₫
10772	1,060,000₫ /đêm
4855	500,000₫
1611	600,600₫
13119	749,000₫ /đêm
4685	1,500,000₫
4323	438,900₫
13054	594,650₫ /đêm
7554	300,000₫ /đêm
9840	450,000₫ /đêm
1518	1,800,000₫
2879	1,899,000₫
3279	370,000₫
7968	520,000₫ /đêm
1126	1,000,000₫
4392	610,000₫
13951	475,720₫ /đêm
6367	1,200,000₫
5174	650,000₫
9193	1,189,301₫ /đêm
9426	1,600,000₫ /đêm
148	489,000₫
14903	1,600,000₫ /đêm
12858	975,227₫ /đêm
8134	330,000₫ /đêm
4297	800,000₫
4166	4,620,000₫
9650	713,580₫ /đêm
4221	2,600,000₫
5297	650,000₫
11180	1,300,000₫ /đêm
3427	1,100,000₫
2826	859,449₫
2220	800,000₫
2550	429,000₫
14296	150,000₫ /đêm
1101	580,000₫
1564	750,000₫
10952	531,300₫ /đêm
13235	650,000₫ /đêm
12032	713,580₫ /đêm
5206	501,345₫
309	430,000₫
785	650,000₫
4721	2,541,000₫
9757	550,000₫ /đêm
4197	450,000₫
14959	4,000,000₫ /đêm
14137	360,000₫ /đêm
13386	900,000₫ /đêm
2892	1,293,600₫
13286	1,665,021₫ /đêm
915	780,000₫
14974	1,500,000₫ /đêm
6906	700,000₫
11376	1,070,371₫ /đêm
5055	2,363,485₫
12699	3,330,042₫ /đêm
5689	900,000₫
7030	800,000₫ /đêm
6402	16,900,000₫ /đêm
7551	580,000₫ /đêm
5010	1,819,000₫
5592	689,794₫ /đêm
5438	1,765,000₫
7750	400,000₫ /đêm
13964	700,000₫ /đêm
7394	2,900,000₫
2675	572,966₫
1899	1,000,000₫
548	600,000₫
10457	618,436₫ /đêm
8165	500,000₫ /đêm
4502	596,840₫
11181	1,150,000₫ /đêm
8078	650,000₫ /đêm
6692	3,000,000₫
5702	650,000₫
5286	470,000₫
140	330,000₫
11087	1,600,000₫ /đêm
7198	1,950,000₫
2475	570,000₫
12277	830,000₫ /đêm
4818	750,000₫
1752	1,316,700₫
9516	6,000,000₫ /đêm
11292	1,732,500₫ /đêm
7435	7,200,000₫
9479	2,800,000₫ /đêm
5760	1,050,438₫
4991	2,700,000₫
7664	799,000₫ /đêm
1590	954,944₫
1109	920,000₫
13695	1,400,000₫ /đêm
3009	1,700,000₫
14621	600,000₫ /đêm
14631	1,800,000₫ /đêm
3697	690,000₫
7305	900,000₫
1766	1,120,000₫
12094	8,250,000₫ /đêm
4727	1,490,000₫
12678	2,000,000₫ /đêm
8688	882,000₫ /đêm
633	4,500,000₫
7143	2,500,000₫
11612	650,000₫ /đêm
11838	1,300,000₫ /đêm
3180	4,500,000₫
3761	2,080,000₫
8081	3,000,000₫ /đêm
11959	356,790₫ /đêm
6381	1,000,000₫
12274	750,000₫ /đêm
13891	623,700₫ /đêm
7352	2,100,000₫
13789	870,000₫ /đêm
7911	300,000₫ /đêm
11310	1,974,239₫ /đêm
9537	784,938₫ /đêm
9679	539,700₫ /đêm
5495	1,550,000₫
4308	720,000₫
11960	2,687,819₫ /đêm
1386	350,000₫
7298	1,300,000₫ /đêm
8961	450,000₫ /đêm
2224	1,500,000₫
7329	4,510,000₫
364	500,000₫
5036	2,000,000₫
14214	1,200,000₫ /đêm
5991	1,600,000₫
14039	500,000₫ /đêm
11719	550,000₫ /đêm
6368	700,000₫
10996	399,000₫ /đêm
4139	450,000₫
7412	2,700,000₫
7106	3,350,000₫
1607	800,000₫
10123	575,000₫ /đêm
9856	1,070,371₫ /đêm
6316	1,200,000₫
8230	300,000₫ /đêm
8626	950,000₫ /đêm
10182	700,000₫ /đêm
252	700,000₫
7225	1,100,000₫
6284	385,000₫
12860	1,200,000₫ /đêm
14402	650,000₫ /đêm
4446	470,000₫
13987	650,000₫ /đêm
6371	1,350,000₫
3991	1,300,000₫
8016	600,000₫ /đêm
11199	1,400,000₫ /đêm
10566	700,000₫ /đêm
5136	549,093₫
893	300,000₫
12153	1,350,000₫ /đêm
14202	850,000₫ /đêm
7982	300,000₫ /đêm
4525	500,000₫
14349	2,900,000₫ /đêm
7582	1,950,000₫ /đêm
2524	549,093₫
6171	1,690,000₫
11416	2,259,671₫ /đêm
7558	350,000₫ /đêm
12980	550,000₫ /đêm
3850	2,267,991₫
6748	4,942,000₫
2923	650,000₫
5112	4,200,000₫
6832	700,000₫
14531	2,500,000₫ /đêm
11867	580,000₫ /đêm
9031	1,308,231₫ /đêm
2926	300,000₫
12318	784,938₫ /đêm
464	2,200,000₫
12440	5,000,000₫ /đêm
2140	800,000₫
4027	1,695,025₫
6665	1,400,000₫
4799	716,208₫
10080	570,864₫ /đêm
5775	1,193,679₫
3210	605,000₫
1534	2,100,000₫
7679	1,200,000₫ /đêm
7617	300,000₫ /đêm
728	350,000₫
12293	700,000₫ /đêm
5472	2,308,845₫
14007	2,000,000₫ /đêm
5244	1,050,000₫
5101	680,000₫
10714	5,000,000₫ /đêm
4841	500,000₫
11674	400,000₫ /đêm
12943	1,900,000₫ /đêm
7436	1,500,000₫ /đêm
7400	760,000₫
5260	2,000,000₫
4172	2,850,000₫
5603	550,000₫
5863	8,085,000₫
7043	3,600,000₫
841	1,000,000₫
2995	7,000,000₫
5187	334,230₫
13343	2,079,000₫ /đêm
11086	570,000₫ /đêm
779	345,000₫
6071	2,500,000₫
7104	600,000₫
14353	3,250,000₫ /đêm
6973	1,200,000₫
2545	358,104₫
5983	1,250,000₫
12737	800,000₫ /đêm
12778	750,000₫ /đêm
1685	1,450,000₫
5470	1,600,000₫
7022	1,628,000₫
12806	900,000₫ /đêm
14703	1,200,000₫ /đêm
1343	750,000₫
6807	3,500,000₫ /đêm
2158	560,000₫
13881	1,500,000₫ /đêm
4777	525,000₫
2301	1,623,404₫
7131	1,000,000₫
3408	790,000₫
1647	1,193,679₫
4974	750,000₫
12455	462,000₫ /đêm
749	600,000₫
9767	1,500,000₫ /đêm
8747	350,000₫ /đêm
10499	3,211,112₫ /đêm
8151	640,000₫ /đêm
6391	1,200,000₫
8305	350,000₫ /đêm
13600	560,000₫ /đêm
1170	1,400,000₫
7655	1,155,000₫ /đêm
12289	790,000₫ /đêm
13498	1,200,000₫ /đêm
8817	400,000₫ /đêm
2664	1,300,000₫
14771	999,000₫ /đêm
10609	4,500,000₫ /đêm
9494	1,120,000₫ /đêm
8358	805,000₫ /đêm
13221	713,580₫ /đêm
14290	1,879,095₫ /đêm
13988	2,600,000₫ /đêm
12211	1,022,799₫ /đêm
2576	469,000₫
2110	490,000₫
5877	309,000₫
12105	800,000₫ /đêm
9219	1,201,200₫ /đêm
1359	290,000₫
10317	1,100,000₫ /đêm
9400	1,699,000₫ /đêm
8302	1,200,000₫ /đêm
9279	1,200,000₫ /đêm
8198	3,200,000₫ /đêm
8667	250,000₫ /đêm
547	290,000₫
14285	900,000₫ /đêm
4053	1,580,000₫
3388	1,074,312₫
3597	1,000,000₫
13631	1,500,000₫ /đêm
7818	200,000₫ /đêm
4430	510,000₫
10363	8,000,000₫ /đêm
5728	899,000₫
7539	300,000₫ /đêm
6163	1,450,000₫
9417	1,700,000₫ /đêm
9739	1,498,519₫ /đêm
9418	1,500,000₫ /đêm
4046	1,527,910₫
949	600,000₫
3212	405,851₫
6856	1,600,000₫
4592	1,909,887₫
8387	520,000₫ /đêm
1403	1,390,000₫
10511	8,000,000₫ /đêm
632	330,000₫
1914	1,700,000₫
13798	832,510₫ /đêm
6608	740,000₫ /đêm
2579	763,955₫
8377	600,000₫ /đêm
460	710,000₫
9106	1,700,000₫ /đêm
9891	680,000₫ /đêm
8918	346,500₫ /đêm
4773	1,600,000₫
2754	600,000₫
12747	530,000₫ /đêm
2458	650,000₫
5547	4,200,000₫
13222	600,000₫ /đêm
273	9,450,000₫
12377	839,000₫ /đêm
5967	1,499,000₫
7302	985,000₫
7053	400,000₫
2373	2,350,000₫
